listing_id,date
366252,2018-07-23
366252,2018-07-25
366252,2018-08-04
366252,2019-09-15
366252,2021-09-03
366252,2021-10-18
366252,2021-12-12
366252,2021-12-19
366252,2021-12-29
366252,2021-12-30
366252,2022-01-01
366252,2022-01-30
366252,2022-02-04
366252,2022-07-23
366252,2022-07-24
366252,2022-07-29
366252,2022-08-04
366252,2022-08-06
366252,2022-08-09
366252,2022-08-11
366252,2022-08-14
366252,2022-08-23
366252,2022-09-21
366252,2022-09-23
366252,2022-10-01
366252,2022-10-02
366252,2022-10-06
366252,2022-10-29
366252,2022-10-30
366252,2022-11-13
366252,2022-11-27
366252,2022-12-17
366252,2023-01-21
366252,2023-02-19
366252,2023-03-19
366252,2023-04-02
366252,2023-04-08
366252,2023-04-16
366252,2023-04-23
366252,2023-05-07
366252,2023-05-16
366252,2023-05-20
366252,2023-05-21
366252,2023-05-24
366252,2023-05-28
366252,2023-06-11
366252,2023-06-17
366252,2023-06-18
366252,2023-06-22
366252,2023-06-30
366252,2023-07-31
366252,2023-08-14
366252,2023-10-23
366252,2023-11-15
366252,2023-11-19
366252,2023-11-22
366252,2023-12-02
366252,2023-12-10
366252,2023-12-16
366252,2023-12-17
366252,2024-01-20
366252,2024-09-26
603545,2012-12-16
603545,2013-12-20
603545,2014-06-15
603545,2014-10-23
603545,2014-12-15
603545,2015-10-17
603545,2015-12-25
603545,2016-06-06
603545,2016-06-27
603545,2017-08-12
603545,2018-04-14
603545,2018-11-02
603545,2018-12-05
603545,2019-01-13
603545,2019-04-05
603545,2019-05-23
603545,2019-06-28
603545,2019-10-31
603545,2020-01-07
603545,2020-03-16
603545,2020-06-17
603545,2020-09-13
603545,2021-07-11
603545,2021-09-26
603545,2021-11-01
603545,2022-09-27
603545,2023-03-10
603545,2023-05-21
603545,2023-08-10
603545,2023-08-19
603545,2023-09-10
603545,2023-11-30
603545,2024-01-02
603545,2024-01-21
603545,2024-02-26
603545,2024-03-04
603545,2024-04-08
603545,2024-05-19
603545,2024-06-09
603545,2024-07-08
603545,2024-07-29
603545,2024-08-11
603545,2024-08-19
603545,2024-09-02
603545,2024-10-12
603545,2024-11-08
685049,2014-07-12
685049,2014-09-06
685049,2019-11-24
772842,2013-01-04
772842,2013-02-13
772842,2013-04-02
772842,2013-04-07
772842,2013-04-08
772842,2013-04-16
772842,2013-04-22
772842,2013-04-28
772842,2013-05-13
772842,2013-05-20
772842,2013-06-03
772842,2013-06-27
772842,2013-07-08
772842,2013-07-14
772842,2013-07-18
772842,2013-08-07
772842,2013-08-19
772842,2013-08-25
772842,2013-08-26
772842,2013-09-09
772842,2013-09-13
772842,2013-09-30
772842,2013-10-03
772842,2013-10-07
772842,2013-10-15
772842,2013-11-10
772842,2013-12-07
772842,2013-12-23
772842,2014-02-11
772842,2014-03-07
772842,2014-03-24
772842,2014-03-30
772842,2014-05-04
772842,2014-06-02
772842,2014-06-23
772842,2014-09-07
772842,2014-09-14
772842,2014-09-28
772842,2014-10-18
772842,2014-10-19
772842,2014-11-09
772842,2014-11-23
772842,2014-11-30
772842,2014-12-07
772842,2015-01-01
772842,2015-01-04
772842,2015-01-26
772842,2015-02-15
772842,2015-03-15
772842,2015-04-12
772842,2015-06-08
772842,2015-07-05
772842,2015-07-19
772842,2015-08-08
772842,2015-09-27
772842,2015-11-29
772842,2015-12-27
772842,2016-03-11
772842,2016-04-18
772842,2016-05-04
772842,2016-07-08
772842,2016-07-26
772842,2016-08-28
772842,2017-01-01
772842,2018-06-01
772842,2021-10-11
772842,2021-12-12
772842,2021-12-30
772842,2022-01-02
772842,2022-04-16
772842,2022-05-22
772842,2022-10-24
772842,2022-11-26
772842,2023-03-12
772842,2024-10-01
772842,2024-10-06
772842,2024-10-31
772842,2024-12-15
778043,2012-12-30
778043,2013-01-02
778043,2013-03-04
778043,2013-04-01
778043,2013-05-01
778043,2013-05-12
778043,2013-05-21
778043,2013-08-13
778043,2013-09-10
778043,2013-10-04
778043,2013-10-28
778043,2013-11-04
778043,2014-01-03
778043,2014-02-25
778043,2014-04-01
778043,2014-04-07
778043,2014-05-12
778043,2014-06-30
778043,2014-08-18
778043,2014-10-14
778043,2014-12-01
778043,2015-01-03
778043,2015-03-28
778043,2015-04-06
778043,2015-04-14
778043,2015-04-27
778043,2015-05-08
778043,2015-05-22
778043,2015-05-26
778043,2015-06-09
778043,2015-06-15
778043,2015-08-01
778043,2015-08-23
778043,2015-09-01
778043,2015-12-18
778043,2016-01-03
778043,2016-05-07
778043,2016-11-07
778043,2016-12-31
778043,2017-04-29
778043,2017-12-10
778043,2018-01-01
778043,2018-03-04
778043,2018-04-01
778043,2018-05-13
778043,2018-07-22
778043,2018-07-28
778043,2018-08-26
778043,2018-11-04
778043,2019-01-01
778043,2019-01-04
778043,2019-02-24
778043,2019-06-02
778043,2019-06-21
778043,2019-07-24
778043,2019-08-31
778043,2019-09-22
778043,2019-10-18
778043,2019-10-25
778043,2019-11-04
778043,2020-01-01
778043,2021-04-19
778043,2021-08-15
778043,2021-08-20
778043,2021-09-09
778043,2021-10-01
778043,2021-10-12
778043,2021-10-16
778043,2021-10-27
778043,2021-11-07
778043,2021-11-14
778043,2021-11-21
778043,2021-12-08
778043,2021-12-30
778043,2022-01-02
778043,2022-01-09
778043,2022-07-25
778043,2022-08-21
778043,2022-09-01
778043,2022-09-09
778043,2023-04-10
778043,2023-05-21
778043,2023-05-28
778043,2023-09-24
778043,2023-10-01
778043,2024-01-01
778043,2024-04-21
778043,2024-05-12
778043,2024-10-25
778043,2024-12-15
813969,2015-06-17
813969,2015-11-15
813969,2015-11-23
813969,2016-05-08
813969,2016-10-01
813969,2016-11-10
813969,2016-12-21
813969,2017-03-31
813969,2017-09-14
813969,2017-10-18
813969,2017-12-30
813969,2018-03-03
813969,2018-03-04
813969,2018-03-18
813969,2018-04-02
813969,2018-04-15
813969,2018-06-10
813969,2018-06-13
813969,2018-07-11
813969,2018-08-03
813969,2018-08-05
813969,2018-08-08
813969,2018-08-17
813969,2018-08-19
813969,2018-08-22
813969,2018-08-25
813969,2018-08-27
813969,2018-09-27
813969,2018-09-28
813969,2018-10-02
813969,2018-10-07
813969,2018-10-31
813969,2018-12-16
813969,2018-12-30
813969,2019-01-11
813969,2019-01-13
813969,2019-02-19
813969,2019-03-03
813969,2019-03-23
813969,2019-04-06
813969,2019-04-30
813969,2019-05-01
813969,2019-05-12
813969,2019-06-09
813969,2019-06-21
813969,2019-06-28
813969,2019-07-30
813969,2019-09-13
813969,2019-09-27
813969,2019-10-22
813969,2019-11-02
813969,2019-12-01
813969,2019-12-19
813969,2019-12-31
813969,2020-01-12
813969,2020-02-28
813969,2020-07-01
813969,2020-09-06
813969,2020-09-12
813969,2020-10-17
813969,2021-01-03
813969,2021-03-01
813969,2021-03-21
813969,2021-03-26
813969,2021-04-04
813969,2021-04-05
813969,2021-04-20
813969,2021-04-25
813969,2021-04-26
813969,2021-06-10
813969,2021-06-20
813969,2021-07-15
813969,2021-08-01
813969,2021-08-06
813969,2021-08-11
813969,2021-08-22
813969,2021-08-30
813969,2021-10-10
813969,2021-10-17
813969,2021-10-19
813969,2021-11-04
813969,2021-11-14
813969,2021-12-17
813969,2021-12-21
813969,2022-02-24
813969,2022-02-28
813969,2022-03-11
813969,2022-03-12
813969,2022-03-27
813969,2022-04-10
813969,2022-05-28
813969,2022-05-29
813969,2022-06-17
813969,2022-06-30
813969,2022-07-01
813969,2022-07-29
813969,2022-08-15
813969,2022-08-19
813969,2022-09-04
813969,2022-09-24
813969,2022-09-25
813969,2022-09-27
813969,2022-10-02
813969,2022-10-23
813969,2022-10-30
813969,2022-11-02
813969,2022-11-11
813969,2022-11-12
813969,2022-11-26
813969,2022-12-09
813969,2022-12-10
813969,2022-12-21
813969,2023-01-06
813969,2023-01-08
813969,2023-01-20
813969,2023-02-25
813969,2023-02-26
813969,2023-06-06
813969,2023-06-09
813969,2023-07-31
813969,2023-08-08
813969,2023-08-09
813969,2023-08-19
813969,2023-09-10
813969,2023-09-29
813969,2023-10-14
813969,2023-10-24
813969,2024-01-15
813969,2024-02-18
813969,2024-02-23
813969,2024-03-02
813969,2024-05-10
813969,2024-07-07
813969,2024-08-14
813969,2024-09-15
813969,2024-10-31
813969,2024-12-01
890384,2024-07-30
891884,2019-10-20
891884,2021-05-14
891884,2022-05-10
891907,2014-06-12
891907,2014-12-07
891907,2015-05-30
891907,2019-05-05
891907,2020-02-09
891907,2021-08-07
891907,2022-01-01
891907,2022-01-06
891907,2022-01-14
891907,2022-04-23
891907,2022-05-09
891907,2022-06-25
891907,2022-07-05
891907,2022-07-14
891907,2022-08-14
891907,2022-09-23
891907,2022-10-12
891907,2022-10-18
891907,2022-11-01
891907,2022-11-19
891907,2023-03-13
891907,2023-05-30
891907,2023-11-20
891907,2023-12-10
891907,2024-03-10
891907,2024-06-23
891907,2024-09-11
891907,2024-09-23
891907,2024-10-03
891907,2024-12-01
891907,2024-12-16
959200,2013-11-19
959200,2013-12-02
959200,2013-12-12
959200,2013-12-28
959200,2013-12-30
959200,2014-01-14
959200,2014-02-17
959200,2014-03-24
959200,2014-04-06
959200,2014-04-22
959200,2014-05-05
959200,2014-05-18
959200,2014-05-26
959200,2014-06-09
959200,2014-06-16
959200,2014-08-01
959200,2014-08-11
959200,2014-09-16
959200,2014-10-14
959200,2014-10-19
959200,2014-10-28
959200,2014-11-02
959200,2014-11-15
959200,2014-11-25
959200,2015-01-28
959200,2015-02-07
959200,2015-05-23
959200,2015-08-07
959200,2015-08-24
959200,2015-12-16
959200,2017-09-04
959200,2017-10-08
959200,2017-10-16
959200,2017-11-12
959200,2017-12-23
959200,2018-01-03
959200,2018-04-15
959200,2018-07-22
959200,2019-02-18
959200,2019-02-24
959200,2019-05-12
959200,2019-06-15
959200,2019-06-23
959200,2019-08-15
959200,2019-08-25
959200,2019-09-27
959200,2019-10-03
959200,2019-10-14
959200,2019-10-21
959200,2019-10-26
959200,2019-11-15
959200,2019-12-01
959200,2019-12-08
959200,2019-12-16
959200,2020-02-08
959200,2020-02-16
959200,2020-03-08
959200,2020-06-13
959200,2021-08-05
959200,2021-08-16
959200,2021-08-28
959200,2021-09-27
959200,2021-12-29
959200,2022-03-20
959200,2022-06-22
959200,2022-07-26
959200,2022-08-04
959200,2022-12-21
959200,2023-04-11
959200,2023-05-21
959200,2023-06-15
959200,2023-08-13
959200,2024-07-21
959200,2024-08-04
959200,2024-08-31
959200,2024-09-16
959200,2024-10-31
991824,2013-04-22
991824,2013-05-18
991824,2013-05-19
991824,2013-10-07
991824,2013-10-14
991824,2013-10-20
991824,2013-10-28
991824,2013-11-07
991824,2013-12-16
991824,2013-12-30
991824,2014-01-04
991824,2014-01-27
991824,2014-02-03
991824,2014-03-10
991824,2014-04-20
991824,2014-04-21
991824,2014-05-05
991824,2014-05-11
991824,2014-05-26
991824,2014-06-02
991824,2014-06-16
991824,2014-06-22
991824,2014-07-03
991824,2014-07-07
991824,2014-07-15
991824,2014-07-21
991824,2014-07-22
991824,2014-07-27
991824,2014-07-28
991824,2014-07-29
991824,2014-08-13
991824,2014-08-18
991824,2014-08-24
991824,2014-08-25
991824,2014-08-31
991824,2014-09-07
991824,2014-09-14
991824,2014-09-21
991824,2014-10-04
991824,2014-10-05
991824,2014-10-13
991824,2014-10-18
991824,2014-10-19
991824,2014-11-02
991824,2014-11-09
991824,2014-11-10
991824,2014-11-23
991824,2014-12-20
991824,2014-12-24
991824,2014-12-27
991824,2015-01-01
991824,2015-01-06
991824,2015-01-25
991824,2015-02-15
991824,2015-02-20
991824,2015-02-21
991824,2015-03-01
991824,2015-03-15
991824,2015-03-28
991824,2015-04-05
991824,2015-04-07
991824,2015-04-14
991824,2015-04-19
991824,2015-05-02
991824,2015-05-03
991824,2015-05-19
991824,2015-05-24
991824,2015-06-07
991824,2015-06-22
991824,2015-07-05
991824,2015-07-12
991824,2015-07-27
991824,2015-08-01
991824,2015-08-02
991824,2015-08-09
991824,2015-09-15
991824,2015-09-27
991824,2015-10-04
991824,2015-10-12
991824,2015-10-18
991824,2015-11-13
991824,2015-11-15
991824,2015-11-22
991824,2015-11-28
991824,2015-11-29
991824,2015-12-06
991824,2015-12-20
991824,2016-02-05
991824,2016-02-22
991824,2016-02-28
991824,2016-03-05
991824,2016-03-09
991824,2016-03-13
991824,2016-03-19
991824,2016-03-21
991824,2016-03-26
991824,2016-04-17
991824,2016-05-08
991824,2016-06-26
991824,2016-07-04
991824,2016-07-10
991824,2016-07-25
991824,2016-08-02
991824,2016-08-15
991824,2016-08-29
991824,2016-09-03
991824,2016-09-18
991824,2016-10-03
991824,2016-10-19
991824,2016-10-23
991824,2016-10-27
991824,2016-10-29
991824,2016-11-06
991824,2016-11-13
991824,2016-12-03
991824,2016-12-17
991824,2016-12-29
991824,2016-12-31
991824,2017-01-01
991824,2017-01-07
991824,2017-02-11
991824,2017-02-19
991824,2017-02-25
991824,2017-03-04
991824,2017-03-17
991824,2017-03-26
991824,2017-03-31
991824,2017-04-13
991824,2017-04-14
991824,2017-04-15
991824,2017-04-30
991824,2017-05-01
991824,2017-05-26
991824,2017-05-28
991824,2017-06-03
991824,2017-06-05
991824,2017-06-10
991824,2017-06-11
991824,2017-06-25
991824,2017-07-18
991824,2017-07-25
991824,2017-07-30
991824,2017-08-04
991824,2017-08-06
991824,2017-08-13
991824,2017-08-20
991824,2017-08-25
991824,2017-09-01
991824,2017-09-03
991824,2017-10-01
991824,2017-10-08
991824,2017-10-15
991824,2017-10-20
991824,2017-11-11
991824,2017-11-12
991824,2017-11-25
991824,2017-11-28
991824,2017-12-10
991824,2017-12-17
991824,2017-12-24
991824,2018-01-02
991824,2018-02-18
991824,2018-03-04
991824,2018-03-16
991824,2018-03-17
991824,2018-03-30
991824,2018-04-02
991824,2018-04-15
991824,2018-04-16
991824,2018-04-22
991824,2018-04-25
991824,2018-04-28
991824,2018-05-07
991824,2018-05-21
991824,2018-05-23
991824,2018-05-28
991824,2018-06-01
991824,2018-06-03
991824,2018-07-28
991824,2018-08-09
991824,2018-08-18
991824,2018-08-26
991824,2018-08-31
991824,2018-09-12
991824,2018-10-05
991824,2018-10-06
991824,2018-10-22
991824,2018-10-28
991824,2018-11-11
991824,2018-11-20
991824,2018-11-25
991824,2018-12-23
991824,2018-12-27
991824,2018-12-28
991824,2019-01-02
991824,2019-01-22
991824,2019-02-10
991824,2019-02-17
991824,2019-02-24
991824,2019-03-17
991824,2019-03-31
991824,2019-04-05
991824,2019-04-06
991824,2019-04-13
991824,2019-04-14
991824,2019-04-21
991824,2019-05-05
991824,2019-05-08
991824,2019-05-12
991824,2019-05-19
991824,2019-05-24
991824,2019-05-25
991824,2019-06-02
991824,2019-06-30
991824,2019-07-22
991824,2019-08-03
991824,2019-08-08
991824,2019-08-11
991824,2019-08-18
991824,2019-08-25
991824,2019-10-23
991824,2019-11-17
991824,2019-12-01
991824,2019-12-08
991824,2019-12-22
991824,2019-12-30
991824,2020-01-01
991824,2020-08-02
991824,2020-09-01
991824,2020-10-04
991824,2021-04-15
991824,2021-06-14
991824,2021-06-27
991824,2021-07-06
991824,2021-07-14
991824,2021-07-18
991824,2021-07-24
991824,2021-08-29
991824,2021-09-05
991824,2021-09-20
991824,2021-10-15
991824,2021-10-17
991824,2021-10-23
991824,2021-10-25
991824,2021-11-13
991824,2021-11-14
991824,2021-11-28
991824,2021-12-17
991824,2021-12-19
991824,2021-12-28
991824,2022-01-02
991824,2022-01-09
991824,2022-01-16
991824,2022-02-06
991824,2022-02-25
991824,2022-02-27
991824,2022-03-06
991824,2022-03-13
991824,2022-03-27
991824,2022-03-30
991824,2022-04-03
991824,2022-04-10
991824,2022-04-18
991824,2022-04-24
991824,2022-05-01
991824,2022-05-08
991824,2022-05-15
991824,2022-05-23
991824,2022-05-27
991824,2022-06-07
991824,2022-06-18
991824,2022-06-19
991824,2022-06-26
991824,2022-06-30
991824,2022-07-03
991824,2022-07-17
991824,2022-07-22
991824,2022-07-23
991824,2022-08-01
991824,2022-08-10
991824,2022-08-14
991824,2022-08-17
991824,2022-08-21
991824,2022-08-25
991824,2022-09-11
991824,2022-09-17
991824,2022-09-24
991824,2022-10-03
991824,2022-10-10
991824,2022-10-13
991824,2022-10-21
991824,2022-10-23
991824,2022-11-06
991824,2022-11-20
991824,2022-12-04
991824,2022-12-10
991824,2022-12-11
991824,2022-12-18
991824,2023-01-02
991824,2023-02-19
991824,2023-02-26
991824,2023-03-06
991824,2023-03-12
991824,2023-03-19
991824,2023-03-26
991824,2023-03-30
991824,2023-03-31
991824,2023-04-02
991824,2023-04-09
991824,2023-04-16
991824,2023-04-26
991824,2023-04-30
991824,2023-05-03
991824,2023-05-05
991824,2023-05-08
991824,2023-05-21
991824,2023-05-28
991824,2023-06-14
991824,2023-06-28
991824,2023-07-03
991824,2023-07-06
991824,2023-07-09
991824,2023-07-14
991824,2023-08-07
991824,2023-08-27
991824,2023-09-17
991824,2023-10-01
991824,2023-10-22
991824,2023-11-02
991824,2023-11-22
991824,2023-11-26
991824,2023-12-03
991824,2023-12-28
991824,2024-01-06
991824,2024-01-22
991824,2024-02-03
991824,2024-02-25
991824,2024-03-03
991824,2024-03-10
991824,2024-03-24
991824,2024-03-26
991824,2024-03-31
991824,2024-04-06
991824,2024-04-11
991824,2024-04-13
991824,2024-04-18
991824,2024-05-04
991824,2024-05-05
991824,2024-05-06
991824,2024-05-11
991824,2024-06-23
991824,2024-06-26
991824,2024-07-10
991824,2024-07-14
991824,2024-07-22
991824,2024-07-23
991824,2024-08-06
991824,2024-08-09
991824,2024-08-10
991824,2024-08-12
991824,2024-08-24
991824,2024-09-07
991824,2024-10-06
991824,2024-10-08
991824,2024-10-13
991824,2024-10-22
991824,2024-11-03
991824,2024-11-17
991824,2024-12-01
991824,2024-12-02
1050693,2013-10-06
1050693,2015-05-16
1050693,2015-07-19
1050693,2018-04-08
1050693,2018-08-19
1050693,2018-09-06
1050693,2018-09-09
1050693,2018-10-18
1050693,2018-10-26
1050693,2019-05-05
1050693,2019-06-12
1050693,2019-06-23
1050693,2019-10-06
1050693,2019-10-27
1050693,2019-11-03
1050693,2019-11-10
1050693,2019-12-19
1050693,2020-02-02
1050693,2020-02-04
1050693,2020-02-16
1050693,2020-02-28
1050693,2020-09-23
1050693,2021-08-03
1050693,2022-04-13
1050693,2023-02-13
1050693,2023-08-22
1050693,2023-09-24
1050693,2023-09-29
1050693,2023-10-08
1050693,2023-10-29
1050693,2023-11-19
1050693,2024-07-07
1050693,2024-08-04
1050693,2024-08-18
1105318,2013-07-11
1105318,2013-11-04
1105318,2016-02-13
1105318,2016-05-17
1105318,2016-06-06
1105318,2016-06-16
1105318,2016-09-11
1105318,2016-10-16
1105318,2016-10-23
1105318,2017-03-03
1105318,2017-05-07
1105318,2017-05-11
1105318,2017-05-28
1105318,2017-07-29
1105318,2017-07-31
1105318,2017-08-27
1105318,2017-09-20
1105318,2017-10-15
1105318,2017-12-24
1105318,2019-04-22
1105318,2019-05-08
1105318,2019-06-21
1105318,2019-06-23
1105318,2019-08-01
1105318,2019-08-10
1105318,2019-11-09
1105318,2019-12-14
1105318,2020-01-01
1105318,2021-05-24
1105318,2021-06-27
1105318,2022-04-13
1105318,2022-04-17
1105318,2022-04-24
1105318,2022-05-06
1105318,2022-05-08
1105318,2022-07-24
1105318,2022-10-14
1105318,2022-10-23
1105318,2022-10-30
1105318,2022-12-23
1105318,2023-01-29
1105318,2023-03-08
1105318,2023-05-18
1105318,2023-09-30
1105318,2024-08-01
1172376,2013-07-01
1172376,2013-07-08
1172376,2013-07-14
1172376,2013-11-04
1172376,2015-01-08
1172376,2015-01-25
1172376,2015-02-07
1172376,2015-03-15
1172376,2015-07-27
1172376,2016-04-07
1172376,2016-07-23
1172376,2016-10-17
1172376,2016-11-13
1172376,2017-01-05
1172376,2020-10-23
1172376,2021-09-02
1172376,2022-09-30
1172376,2022-10-02
1172376,2022-12-02
1172376,2023-01-07
1172376,2023-04-19
1172376,2023-08-28
1172376,2023-09-28
1172376,2024-02-24
1172376,2024-04-24
1172376,2024-08-02
1172507,2013-09-15
1172507,2013-11-18
1172507,2013-11-24
1172507,2013-11-25
1172507,2013-12-02
1172507,2013-12-09
1172507,2013-12-24
1172507,2014-01-06
1172507,2014-01-13
1172507,2014-01-20
1172507,2014-01-27
1172507,2014-02-03
1172507,2014-02-24
1172507,2014-03-03
1172507,2014-03-09
1172507,2014-03-17
1172507,2014-03-23
1172507,2014-03-24
1172507,2014-04-01
1172507,2014-04-07
1172507,2014-04-16
1172507,2014-04-20
1172507,2014-04-22
1172507,2014-04-27
1172507,2014-04-28
1172507,2014-05-05
1172507,2014-05-12
1172507,2014-05-31
1172507,2014-06-02
1172507,2014-06-09
1172507,2014-06-16
1172507,2014-06-23
1172507,2014-06-30
1172507,2014-07-11
1172507,2014-07-12
1172507,2014-07-21
1172507,2014-07-29
1172507,2014-08-04
1172507,2014-08-07
1172507,2014-08-18
1172507,2014-08-20
1172507,2014-08-25
1172507,2014-08-29
1172507,2014-08-31
1172507,2014-09-04
1172507,2014-09-17
1172507,2014-09-21
1172507,2014-09-28
1172507,2014-09-30
1172507,2014-10-03
1172507,2014-10-08
1172507,2014-10-11
1172507,2014-10-12
1172507,2014-10-19
1172507,2014-10-23
1172507,2014-10-24
1172507,2014-11-06
1172507,2014-11-07
1172507,2014-11-08
1172507,2014-11-10
1172507,2014-11-24
1172507,2014-11-27
1172507,2014-12-14
1172507,2014-12-20
1172507,2014-12-23
1172507,2014-12-24
1172507,2014-12-28
1172507,2015-01-02
1172507,2015-01-03
1172507,2015-01-09
1172507,2015-01-11
1172507,2015-02-07
1172507,2015-02-08
1172507,2015-02-14
1172507,2015-02-15
1172507,2015-02-22
1172507,2015-03-01
1172507,2015-03-14
1172507,2015-03-15
1172507,2015-03-22
1172507,2015-03-26
1172507,2015-03-29
1172507,2015-04-01
1172507,2015-04-03
1172507,2015-04-05
1172507,2015-04-06
1172507,2015-04-26
1172507,2015-05-01
1172507,2015-05-02
1172507,2015-05-04
1172507,2015-05-12
1172507,2015-05-14
1172507,2015-05-16
1172507,2015-05-20
1172507,2015-05-23
1172507,2015-05-24
1172507,2015-05-25
1172507,2015-05-29
1172507,2015-05-30
1172507,2015-05-31
1172507,2015-06-06
1172507,2015-06-08
1172507,2015-06-20
1172507,2015-06-22
1172507,2015-07-05
1172507,2015-07-07
1172507,2015-07-12
1172507,2015-07-26
1172507,2015-07-27
1172507,2015-08-20
1172507,2015-08-21
1172507,2015-08-23
1172507,2015-08-24
1172507,2015-08-28
1172507,2015-08-29
1172507,2015-08-30
